"CP_Class_01","CP_Class_02","CP_Class_05","CP_Class_08","CP_Class_10","CP_Class_11","CP_Class_12","CP_Class_13","CP_Class_17","CP_Class_20","CP_Class_25","CP_Class_04","CP_Class_06","CP_Class_07","CP_Class_09","CP_Class_15","CP_Class_16","CP_Class_22","CP_Class_23","CP_Class_26","CP_Class_21","CN_Class_01","CN_Class_02","CN_Class_05","CN_Class_08","CN_Class_10","CN_Class_11","CN_Class_12","CN_Class_13","CN_Class_17","CN_Class_20","CN_Class_25","CN_Class_04","CN_Class_06","CN_Class_07","CN_Class_09","CN_Class_15","CN_Class_16","CN_Class_22","CN_Class_23","CN_Class_26","CN_Class_21","HP_Class_01","HP_Class_02","HP_Class_05","HP_Class_08","HP_Class_10","HP_Class_11","HP_Class_12","HP_Class_13","HP_Class_17","HP_Class_20","HP_Class_25","HP_Class_04","HP_Class_06","HP_Class_07","HP_Class_09","HP_Class_15","HP_Class_16","HP_Class_22","HP_Class_23","HP_Class_26","HP_Class_21","HN_Class_01","HN_Class_02","HN_Class_05","HN_Class_08","HN_Class_10","HN_Class_11","HN_Class_12","HN_Class_13","HN_Class_17","HN_Class_20","HN_Class_25","HN_Class_04","HN_Class_06","HN_Class_07","HN_Class_09","HN_Class_15","HN_Class_16","HN_Class_22","HN_Class_23","HN_Class_26","HN_Class_21","EP_Class_01","EP_Class_02","EP_Class_05","EP_Class_08","EP_Class_10","EP_Class_11","EP_Class_12","EP_Class_13","EP_Class_17","EP_Class_20","EP_Class_25","EP_Class_04","EP_Class_06","EP_Class_07","EP_Class_09","EP_Class_15","EP_Class_16","EP_Class_22","EP_Class_23","EP_Class_26","EP_Class_21","EN_Class_01","EN_Class_02","EN_Class_05","EN_Class_08","EN_Class_10","EN_Class_11","EN_Class_12","EN_Class_13","EN_Class_17","EN_Class_20","EN_Class_25","EN_Class_04","EN_Class_06","EN_Class_07","EN_Class_09","EN_Class_15","EN_Class_16","EN_Class_22","EN_Class_23","EN_Class_26","EN_Class_21","XP_Class_01","XP_Class_02","XP_Class_05","XP_Class_08","XP_Class_10","XP_Class_11","XP_Class_12","XP_Class_13","XP_Class_17","XP_Class_20","XP_Class_25","XP_Class_04","XP_Class_06","XP_Class_07","XP_Class_09","XP_Class_15","XP_Class_16","XP_Class_22","XP_Class_23","XP_Class_26","XP_Class_21","XN_Class_01","XN_Class_02","XN_Class_05","XN_Class_08","XN_Class_10","XN_Class_11","XN_Class_12","XN_Class_13","XN_Class_17","XN_Class_20","XN_Class_25","XN_Class_04","XN_Class_06","XN_Class_07","XN_Class_09","XN_Class_15","XN_Class_16","XN_Class_22","XN_Class_23","XN_Class_26","XN_Class_21","AP_Class_01","AP_Class_02","AP_Class_05","AP_Class_08","AP_Class_10","AP_Class_11","AP_Class_12","AP_Class_13","AP_Class_17","AP_Class_20","AP_Class_25","AP_Class_04","AP_Class_06","AP_Class_07","AP_Class_09","AP_Class_15","AP_Class_16","AP_Class_22","AP_Class_23","AP_Class_26","AP_Class_21","AN_Class_01","AN_Class_02","AN_Class_05","AN_Class_08","AN_Class_10","AN_Class_11","AN_Class_12","AN_Class_13","AN_Class_17","AN_Class_20","AN_Class_25","AN_Class_04","AN_Class_06","AN_Class_07","AN_Class_09","AN_Class_15","AN_Class_16","AN_Class_22","AN_Class_23","AN_Class_26","AN_Class_21","OP_Class_01","OP_Class_02","OP_Class_05","OP_Class_08","OP_Class_10","OP_Class_11","OP_Class_12","OP_Class_13","OP_Class_17","OP_Class_20","OP_Class_25","OP_Class_04","OP_Class_06","OP_Class_07","OP_Class_09","OP_Class_15","OP_Class_16","OP_Class_22","OP_Class_23","OP_Class_26","OP_Class_21","ON_Class_01","ON_Class_02","ON_Class_05","ON_Class_08","ON_Class_10","ON_Class_11","ON_Class_12","ON_Class_13","ON_Class_17","ON_Class_20","ON_Class_25","ON_Class_04","ON_Class_06","ON_Class_07","ON_Class_09","ON_Class_15","ON_Class_16","ON_Class_22","ON_Class_23","ON_Class_26","ON_Class_21"
5,6,3,6,6,4,5,6,5,4,5,2,3,3,1,2,1,1,3,1,3,1,1,3,2,1,2,2,2,2,3,1,4,4,3,7,5,6,7,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,5,5,5,5,2,6,4,4,4,4,4,4,4,6,5,4,6,2,3,4,5,3,2,3,3,5,2,4,1,2,7,2,3,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,6,1,2,2,1,4,2,1,3,1,1,1,2,1,1,1,1,4,3,3,7,1,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,3,4,7,6,3,5,7,3,2,1,4,5,7,1,7,1,4,7,1,2,4,2,1,2,2,1,2,2,3,4,3,7,4,3,3,4,6,6,5
6,7,6,4,6,7,6,7,5,2,7,3,1,2,2,4,2,3,4,3,3,2,3,4,3,3,1,2,1,2,4,2,5,4,3,7,3,7,5,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,5,2,3,4,6,6,3,6,2,1,3,2,3,2,2,4,1,2,6,2,2,2,3,4,3,2,3,7,2,5,4,4,6,4,6,6,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,5,6,7,7,7,6,6,5,7,2,2,4,2,3,2,2,2,1,3,2,1,3,1,2,1,1,1,6,2,1,6,4,7,5,4,7,3,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,3,1,6,3,3,1,6,2,3,1,3,5,2,3,7,4,2,6,6,5,5,7,6,2,2,4,7,3,6,2,1,6,1,6,6,2,5,5,5
4,5,6,6,5,6,6,6,5,7,6,2,2,2,2,4,2,5,3,3,4,4,3,5,3,2,4,4,4,5,4,3,3,2,4,3,3,5,4,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,5,5,5,5,6,4,5,7,3,1,2,2,3,2,6,2,2,4,5,3,2,7,4,5,1,2,6,2,4,2,5,2,4,4,7,5,4,4,2
3,7,6,7,7,7,7,7,7,4,7,3,3,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,4,1,1,3,6,7,3,7,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,4,3,6,4,4,4,6,3,7,2,5,4,3,4,4,3,6,7,2,3,4,5,3,2,3,3,5,4,5,1,2,6,3,4,4,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,5,6,5,6,5,5,5,7,6,5,3,6,5,5,6,6,6,5,6,5,5,4,5,4,6,5,5,5,5,5,4,5,5,4,3,5,4,4,5,4,4,6,4,7,6,5,6,7,6,4,4,4,5,7,6,5,4,7,5,6,6,6,6,5,5,4,5,6,6,6,5,5,7,5,5,5,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,5,5,5,5,5,6,6,1,2,3,5,2,2,2,2,5,3,4,6,3,6,2,6,3,5,5,3,6,2,6,2,1,1,1,5,3,7,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2,2,5,1,5,1,5,6,7,2,5,3,2,3,1,5,3,4,6,5,6,5,7,4,6,6,6,2,1,7,1,1,2,2,4,2,6,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,6,6,6,6,6,6,4,7,7,4,2,2,2,6,3,2,6,2,4,4,3,2,3,2,4,1,4,2,5,2,5,4,7,6,3,5,7,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,7,6,6,6,6,5,6,6,2,2,6,1,4,6,3,2,1,4,7,5,3,4,2,6,5,4,3,6,4,2,6,2,4,4,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,5,7,7,7,7,7,7,7,7,5,2,3,1,3,1,5,3,7,4,2,1,2,3,3,1,2,1,7,3,2,6,5,7,6,7,7,6,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,7,6,4,4,7,7,5,5,2,1,2,1,5,3,1,4,1,4,7,7,5,5,7,7,5,4,3,7,5,4,2,4,4,3,4,2,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,6,6,6,7,7,7,7,7,7,3,1,5,2,6,1,6,2,3,5,3,1,4,3,2,1,2,1,6,1,2,1,1,4,3,1,7,4,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,7,6,6,5,6,6,7,7,2,1,3,6,1,1,3,4,1,6,7,3,4,2,1,3,2,2,2,4,1,6,6,6,6,1,7,7,6,2,7
6,7,6,7,7,7,6,7,6,7,7,4,2,3,2,2,1,6,3,2,5,2,1,2,2,2,2,1,2,1,4,2,6,6,6,7,6,6,7,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7,7,1,2,6,6,6,3,5,2,1,1,1,4,6,2,7,1,2,1,3,3,2,2,6,2,7,2,7,1,3,7,6,6,5,7,7,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,7,5,7,7,7,7,5,7,6,3,2,4,2,2,2,5,3,3,6,2,1,2,1,2,2,2,2,1,1,2,4,4,5,4,5,5,2,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,3,4,5,3,4,3,5,4,4,3,4,5,1,2,7,3,4,2,1,4,4,5,6,2,5,3,4,2,4,3,1,2,2,5,6,3,1,6,4
6,6,5,7,7,6,7,7,6,6,7,3,2,1,1,1,2,2,2,2,3,2,1,2,2,1,1,2,1,1,3,1,7,7,7,7,7,7,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,3,3,7,4,7,4,5,7,2,1,2,3,2,2,7,6,1,7,1,3,4,6,2,2,3,2,7,4,1,1,2,3,1,7,7,1,4,4,5
5,7,6,7,7,7,7,7,7,6,6,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,4,3,5,1,6,5,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,5,5,5,5,5,5,7,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,6,3,6,5,5,1,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,1,6,5,6,5,3,1,1,2,2,7,3,6,7,4,2,2,5,4,4,6,2,4,6,4,4,3,7,2,6,3,6,7,1,7,3,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,7,6,1,5,6,2,4,5,6,2,5,1,2,3,5,3,1,4,7,1,1,7,4,2,3,2,6,3,3,2,5,6,2,5,7,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,5,5,4,6,6,6,3,5,2,1,1,1,1,3,7,3,4,2,6,3,4,6,3,2,5,2,3,2,4,2,2,1,4,1,2,3,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,5,3,4,6,6,5,6,3,1,1,3,1,4,4,4,4,5,4,1,3,2,7,5,6,4,3,6,5,2,1,1,4,1,1,4,7,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,4,5,7,6,6,7,6,5,5,3,1,2,2,2,3,4,3,2,4,2,2,4,2,2,1,1,2,2,3,2,4,4,3,5,6,1,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,4,4,6,6,6,2,5,2,2,1,2,2,3,2,3,2,3,5,4,2,4,4,5,4,3,3,5,4,5,2,3,7,3,5,7,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,4,6,7,6,6,6,6,6,6,5,3,3,2,5,3,4,5,3,5,2,3,3,3,4,3,4,3,6,4,3,4,3,6,5,3,5,4,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,7,6,5,7,7,7,5,6,6,1,3,1,4,4,3,1,2,4,6,2,3,2,5,3,3,3,3,5,3,7,7,5,7,6,5,6,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,4,5,5,6,7,3,4,5,6,3,3,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,3,1,4,6,6,6,6,4,5,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,4,5,5,6,5,2,2,3,2,3,3,4,3,3,5,3,3,2,3,2,3,3,3,1,3,3,4,6,2,6,3,5,3,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,7,6,2,6,5,5,5,6,4,3,3,4,5,5,1,6,6,5,6,5,7,7,6,4,5,5,5,1,5,6,6,3,5,2,4,3,6,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,5,5,5,4,5,4,5,6,2,3,5,4,4,5,2,5,6,4,6,5,4,4,5,5,5,4,5,5,5,2,3,3,4,5,6,6,2,6
6,7,6,7,7,7,7,7,6,6,7,5,2,2,2,4,1,2,3,1,4,1,1,4,2,2,2,2,1,1,3,1,5,5,6,6,1,7,4,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,5,6,5,6,6,6,6,6,2,2,2,6,2,6,2,4,5,3,3,4,6,3,3,5,4,6,4,3,3,2,2,2,2,3,2,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,3,7,7,7,7,7,7,7,7,3,1,1,1,1,1,6,3,3,3,2,2,3,3,1,1,1,1,3,1,1,2,1,6,2,7,5,4,1,6,7,3,7,7,7,1,1,3,6,7,1,2,1,1,2,1,2,4,2,6,2,5,7,1,1,1,7,7,2,1,2,7,1,7,6,6,5,6,7,3,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,6,7,7,7,7,7,7,7,7,1,1,1,1,1,2,6,1,4,2,2,7,4,6,7,7,7,7,7,7,3,2,1,2,3,5,2,5,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,5,4,5,5,5,4,5,4,3,2,2,4,1,3,7,1,3,5,3,4,3,4,3,4,5,5,7,3,5,1,3,2,1,6,6,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,2,7,7,7,7,7,4,6,7,1,1,3,1,3,7,3,3,4,3,1,2,1,2,1,1,1,2,5,1,3,6,2,5,1,2,4,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,2,1,2,1,1,4,4,1,5,2,1,1,3,2,2,3,3,3,2,3,2,1,2,2,2,3,2,3,2,1,2,1,3,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,5,7,5,6,5,6,5,5,6,4,1,2,1,1,1,4,2,1,4,2,1,1,1,1,1,2,1,1,2,1,4,5,4,7,6,6,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,5,2,3,2,4,3,5,2,2,4,2,3,7,5,7,5,2,2,3,6,2,2,3,2,6,3,3,3,2,2,3,5,3,2,5,4,3
3,6,6,7,4,4,6,7,6,4,5,1,1,1,1,2,2,6,2,3,5,6,1,2,2,2,3,2,2,2,1,2,6,5,4,7,6,7,3,5,5,2,1,4,6,7,2,4,6,7,5,4,6,1,1,2,1,2,2,4,3,3,5,7,3,4,2,7,7,3,2,2,7,3,7,4,4,5,5,6,2,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,5,6,6,7,6,7,4,6,6,4,2,2,2,2,2,4,2,2,3,1,1,3,2,1,1,2,3,4,2,1,6,5,6,6,7,7,6,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,7,6,4,6,7,2,4,5,1,1,4,1,1,2,2,2,1,5,5,6,5,4,7,6,4,5,4,6,2,3,2,7,4,5,3,2,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,5,7,6,7,7,7,7,7,7,5,2,4,1,3,4,2,6,1,2,2,1,3,4,1,1,1,2,2,3,2,1,2,4,7,6,6,6,5,6,7,2,7,7,7,4,3,7,7,3,7,7,1,1,1,1,2,1,3,2,1,5,7,3,2,2,6,7,2,4,7,7,6,7,2,7,4,7,1,4,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,7,7,6,7,6,5,4,6,2,2,3,2,3,2,2,3,1,2,2,2,2,1,1,3,1,1,3,3,1,3,3,3,7,2,6,4,2,4,4,1,7,6,4,3,6,3,2,2,4,4,2,1,7,4,6,3,2,5,2,3,6,6,2,3,7,4,7,4,7,1,7,3,3,5,3,6,6,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,5,6,7,6,7,7,6,5,7,6,3,4,2,4,1,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,5,4,5,7,6,7,6,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,6,2,2,4,5,2,2,4,3,2,3,3,3,2,4,7,2,2,2,4,4,4,7,5,4,4,4,6,5,5,5,5,3,5,7,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,7,7,7,7,7,7,6,7,7,4,1,1,1,1,1,4,1,2,6,1,1,1,2,1,1,1,1,1,1,1,1,4,7,3,7,6,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,7,2,4,4,6,7,2,5,3,1,1,1,2,1,1,3,5,1,7,6,3,2,6,6,7,6,3,7,4,6,2,7,3,2,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,5,6,7,6,6,6,6,6,5,6,2,2,2,3,5,2,2,2,3,3,2,2,2,3,2,2,2,2,4,3,5,5,5,6,2,6,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,6,4,4,4,6,5,6,3,3,4,5,5,6,4,6,5,3,4,6,5,6,3,5,5,5,4,6,3,3,6,3,5,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,4,6,5,7,4,6,4,6,4,3,1,6,1,3,2,5,3,2,5,3,1,1,2,2,2,1,2,1,3,2,2,7,2,7,5,6,4,3,4,6,4,7,6,7,6,6,6,6,7,6,5,3,1,3,1,3,3,4,4,3,5,6,4,2,2,5,7,4,3,3,4,3,4,3,4,4,5,3,4,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1,7,7,7,6,7,7,6,7,2,1,1,1,3,3,5,5,4,6,2,1,1,2,1,1,1,1,2,2,1,7,6,5,6,7,7,5,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,5,3,7,6,5,6,7,5,4,2,3,5,3,4,7,5,6,6,3,5,4,6,7,5,2,4,3,5,5,4,1,4,2,4,5,1,4,2,7
